# 
# ## Query file name:  
# GeneProduct-IDs.txt
# 
# ## DATA version:  
# RegulonDB v10.7	 ECOCYC: v23.5
# 
# ## File creation date:  
# [2020-06-30]
# 
# ## Dataset description:
# Information about Gene and IDs from Ecocyc and GenBank
#
# ## Columns description:  
# - REGULONDB_ID:    RegulonDB Gene Identifier
# - ECOCYC_ID :      Ecocyc Gene Identifier
# - BNUMBER  :       GenBank Identifier / Locus tag
# - GENE_NAME :      Gene name
# - GENE_SYNONYMS:   Gene synonyms
# - GENE_POSLEFT:    Absolute genome left position of the gene
# - GENE_POSRIGHT:   Absolute genome right position of the gene
# - GENE_STRAND:     Genome orientation [forward, reverse]
# - GENE_TYPE:       Type of the gene [ gene, pseudo gene, phantom gene]
# - PRODUCT_ID:    RegulonDB Identifier
# - PRODUCT_NAME:  Product name
# - PRODUCT_SYNONYMS:Product synonyms 
# - PRODUCT_TYPE:    Product type [tRNA, small RNA, ]
#
# ## Data file summary:  
#
#  The totals and the unix commands using this data file is indicated.
#
#   Data File lines: 4739         ```grep -v '^#' GeneProduct-IDs.txt |grep ECK12 | wc -l ```
# 
#
#  GENES:
#  ------------
#   Total of genes:        4739   ```grep -v '^#' GeneProduct-IDs.txt | cut -f1 | grep ECK12 | wc -l```
#   Genes without Ecocyc ID: 29   ```grep -v '^#' GeneProduct-IDs.txt | cut -f2 | grep -e  "-$" | wc -l```
#   Genes without bnumber:   84   ```grep -v '^#' GeneProduct-IDs.txt | cut -f3 | grep -e  "-$" | wc -l```
#   Gene Type Totals     :        ```grep -v '^#' GeneProduct-IDs.txt | cut -f9 | sort | uniq -c```
#        Genes           4532  
#        Phantom Gene      61
#        Pseudo Gene      146
#   Genes with more than one product: 
#   ```grep -v '^#' GeneProduct-IDs.txt |grep ECK12 | cut -f1 | sort | uniq -c | sort -nr | cut -c1-5 | sort | uniq -c```
#        4726    1     4725 genes with 1 product  ( 94 of them have not product)
#           7    2        7 genes with 2 products
#   Genes without product: 94
#    ```grep -v '^#' GeneProduct-IDs.txt |grep ECK12 | perl -ne 'chomp; @F=split(/\t/,$_); if ($F[9] eq "-") { print "$F[0] $F[3] $F[8] $F[9]\n";} ' |wc```
#
# PRODUCTS:
# -------------- 
#   small RNA genes: 120 
#     ```grep -v '^#' GeneProduct-IDs.txt |grep ECK12 | perl -ne 'chomp; @F=split(/\t/,$_); if ($F[12] eq "small RNA") { print "$F[0]\t$F[3]\t$F[12]\n";} |wc’```
#
#
# ## Comments:
# [Details to consider about the data]
# 
#  * Some genes have no Ecocyc-ID because they come from RegulonDB collaborators curation
#  * Some genes have no BNumber because the genes reported in the papers are not included in the Genbank File
#  * Some genes have more than one product
#  * The small RNA from the RegulonDB collaborator are marked as “small RNA” in the product type
#
# REGULONDB_ID	ECOCYC_ID	BNUMBER	GENE_NAME	GENE_SYNONYMS	GENE_POSLEFT	GENE_POSRIGHT	GENE_STRAND	GENE_TYPE	PRODUCT_ID	PRODUCT_NAME	PRODUCT_SYNONYMS	PRODUCT_TYPE
ECK120001500	|EG11546|	b0109	nadC	ECK0108,EG11546,b0109	117752	118645	reverse	 	ECK120005976	quinolinate phosphoribosyltransferase (decarboxylating)	NadC	 
ECK120000037	|EG10041|	b0110	ampD	ECK0109,EG10041,b0110	118733	119284	forward	 	ECK120004513	1,6-anhydro-<i>N</i>-acetylmuramoyl-L-alanine amidase	AmpD	 
ECK120000038	|EG10042|	b0111	ampE	ECK0110,EG10042,b0111	119281	120135	forward	 	ECK120004514	protein AmpE	AmpE	 
ECK120000080	|EG10084|	b0112	aroP	ECK0111,EG10084,aroR,b0112	120178	121551	reverse	 	ECK120004556	aromatic amino acid:H<sup>+</sup> symporter AroP	AroP,AroP  phenylalanine/tyrosine/tryptophan APC transporter,AroR	 
ECK120001076	|EG11088|	b0113	pdhR	ECK0112,EG11088,aceC,b0113,genA,yacB	122092	122856	forward	 	ECK120005552	DNA-binding transcriptional dual regulator PdhR	AceC,GenA,PdhR,YacB	 
ECK120002605	|G0-8894|	-	tp2	G0-8894	122697	122857	reverse	Phantom Gene	-	 	 	 
ECK120000021	|EG10024|	b0114	aceE	ECK0113,EG10024,b0114	123017	125680	forward	 	ECK120004497	pyruvate dehydrogenase E1 component	AceE,subunit of E1p component of pyruvate dehydrogenase complex	 
ECK120000022	|EG10025|	b0115	aceF	ECK0114,EG10025,b0115	125695	127587	forward	 	ECK120004498	pyruvate dehydrogenase, E2 subunit	AceF,dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	 
ECK120000536	|EG10543|	b0116	lpd	ECK0115,EG10543,b0116,dhl,lpdA	127912	129336	forward	 	ECK120005012	lipoamide dehydrogenase	Dhl,E3 subunit,Lpd,LpdA	 
ECK120002192	|EG12315|	b0117	yacH	ECK0116,EG12315,b0117	129407	131260	reverse	 	ECK120006667	DUF3300 domain-containing protein YacH	YacH	 
ECK120002193	|EG12316|	b0118	acnB	ECK0117,EG12316,b0118,yacI,yacJ	131615	134212	forward	 	ECK120006668	AcnB	YacI,YacJ	 
ECK120002328	|EG12605|	b0119	yacL	ECK0118,EG12605,b0119	134388	134750	forward	 	ECK120006803	UPF0231 family protein YacL	YacL	 
ECK120000951	|EG10962|	b0120	speD	ECK0119,EG10962,b0120	134788	135582	reverse	 	ECK120005427	<i>S</i>-adenosylmethionine decarboxylase proenzyme	SpeD	 
ECK120000952	|EG10963|	b0121	speE	ECK0120,EG10963,b0121	135598	136464	reverse	 	ECK120005428	spermidine synthase	SpeE	 
ECK120001077	|EG11089|	b0122	yacC	ECK0121,EG11089,b0122	136570	136917	reverse	 	ECK120005553	putative lipoprotein YacC	YacC	 
ECK120002194	|EG12318|	b0123	cueO	ECK0122,EG12318,b0123,yacK	137083	138633	forward	 	ECK120006669	multicopper oxidase CueO	CueO,MCO,YacK,cuprous oxidase / multicopper oxidase with role in copper homeostasis	 
ECK120000362	|EG10369|	b0124	gcd	ECK0123,EG10369,b0124	138835	141225	reverse	 	ECK120004838	quinoprotein glucose dehydrogenase	Gcd	 
ECK120002443	|EG20098|	b0125	hpt	ECK0124,EG20098,b0125	141431	141967	forward	 	ECK120006918	hypoxanthine phosphoribosyltransferase	Hpt	 
ECK120002195	|EG12319|	b0126	can	ECK0125,EG12319,b0126,yadF	142008	142670	reverse	 	ECK120006670	carbonic anhydrase 2	Can,YadF	 
ECK120002196	|EG12320|	b0127	yadG	ECK0126,EG12320,b0127	142779	143705	forward	 	ECK120006671	putative ABC transporter ATP-binding protein YadG	YadG	 
ECK120002197	|EG12321|	b0128	yadH	ECK0127,EG12321,b0128	143702	144472	forward	 	ECK120006672	putative ABC transporter membrane subunit YadH	YadH	 
ECK120002198	|EG12322|	b0129	yadI	ECK0128,EG12322,agaX,b0129	144577	145017	forward	 	ECK120006673	putative PTS enzyme IIA component YadI	AgaX,YadI	 
ECK120001687	|EG11749|	b0130	yadE	ECK0129,EG11749,b0130	145081	146310	forward	 	ECK120006163	putative polysaccharide deacetylase lipoprotein YadE	YadE	 
ECK120001685	|EG11747|	b0131	panD	ECK0130,EG11747,b0131	146314	146694	reverse	 	ECK120006161	aspartate 1-decarboxylase proenzyme	PanD,PanD proenzyme, &pi; protein	 
ECK120001686	|EG11748|	b0132	rpnC	ECK0131,EG11748,b0132,yadD	146968	147870	forward	 	ECK120006162	recombination-promoting nuclease RpnC	RpnC,YadD	 
ECK120001684	|EG11746|	b0133	panC	ECK0132,EG11746,b0133	147944	148795	reverse	 	ECK120006160	pantothenate synthetase	PanC	 
ECK120001618	|EG11675|	b0134	panB	ECK0133,EG11675,b0134	148807	149601	reverse	 	ECK120006094	3-methyl-2-oxobutanoate hydroxymethyltransferase	PanB	 
ECK120001621	|EG11678|	b0135	yadC	ECK0134,EG11678,b0135	149715	150953	reverse	 	ECK120006097	fimbrial tip-adhesin YadC	YadC	 
ECK120002200	|EG12325|	b0136	yadK	ECK0135,EG12325,b0136	151003	151599	reverse	 	ECK120006675	putative fimbrial protein YadK	YadK	 
ECK120002201	|EG12326|	b0137	yadL	ECK0136,EG12326,b0137	151626	152231	reverse	 	ECK120006676	putative fimbrial protein YadL	YadL	 
ECK120002202	|EG12327|	b0138	yadM	ECK0137,EG12327,b0138	152243	152812	reverse	 	ECK120006677	putative fimbrial protein YadM	YadM	 
ECK120001897	|EG11972|	b0139	htrE	ECK0138,EG11972,b0139	152829	155426	reverse	 	ECK120006373	putative fimbrial usher protein HtrE	HtrE	 
ECK120001898	|EG11973|	b0140	yadV	ECK0139,EG11973,b0140,ecpD	155461	156201	reverse	 	ECK120006374	putative fimbrial chaperone YadV	EcpD,YadV	 
ECK120002203	|EG12328|	b0141	yadN	ECK0140,EG12328,b0141	156299	156883	reverse	 	ECK120006678	putative fimbrial protein YadN	YadN	 
ECK120001342	|EG11374|	b0142	folK	ECK0141,EG11374,b0142	157253	157732	reverse	 	ECK120005818	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	FolK,HPPK	 
ECK120000683	|EG10690|	b0143	pcnB	ECK0142,EG10690,b0143	157729	159126	reverse	 	ECK120005159	poly(A) polymerase I	PAP I,PcnB	 
ECK120001331	|EG11362|	b0144	gluQ	ECK0143,EG11362,b0144,yadB	159186	160112	reverse	 	ECK120005807	glutamyl-Q tRNA<sup>Asp</sup> synthetase	GluQ,YadB	 
ECK120000224	|EG10230|	b0145	dksA	ECK0144,EG10230,b0145,msmA	160149	160604	reverse	 	ECK120004700	RNA polymerase-binding transcription factor DksA	DksA,MsmA	 
ECK120000938	|EG10949|	b0146	sfsA	ECK0145,EG10949,b0146,sfs,sfs1	160782	161486	reverse	 	ECK120005414	putative DNA-binding transcriptional regulator of maltose metabolism	Sfs,SfsA	 
ECK120002205	|EG12330|	b0147	thpR	ECK0146,EG12330,b0147,ligT,yadP	161501	162031	reverse	 	ECK120006680	RNA 2',3'-cyclic phosphodiesterase	LigT,ThpR,YadP	 
ECK120002204	|EG12329|	b0148	hrpB	ECK0147,EG12329,b0148,yadO	162105	164534	forward	 	ECK120006679	putative ATP-dependent RNA helicase HrpB	HrpB,YadO	 
ECK120000598	|EG10605|	b0149	mrcB	ECK0148,EG10605,b0149,pbpF,ponB	164730	167264	forward	 	ECK125286432	PBP1B&gamma;	MrcB,PbpF,PonB,penicillin binding protein 1B&gamma;	 
ECK120000598	|EG10605|	b0149	mrcB	ECK0148,EG10605,b0149,pbpF,ponB	164730	167264	forward	 	ECK120005074	peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcB	MrcB,PBP1B,PBP1B&alpha;,PBP1Bs,PbpF,PonB,penicillin binding protein 1B,penicillin binding protein 1B&alpha;	 
ECK120000296	|EG10302|	b0150	fhuA	ECK0149,EG10302,T1,T5rec,b0150,tonA	167484	169727	forward	 	ECK120004772	ferrichrome outer membrane transporter/phage receptor	FhuA,TonA	 
ECK120000298	|EG10304|	b0151	fhuC	ECK0150,EG10304,b0151	169778	170575	forward	 	ECK120004774	iron(III) hydroxamate ABC transporter ATP binding subunit	FhuC	 
ECK120000299	|EG10305|	b0152	fhuD	ECK0151,EG10305,b0152	170575	171465	forward	 	ECK120004775	iron(III) hydroxamate ABC transporter periplasmic binding protein	FhuD	 
ECK120000297	|EG10303|	b0153	fhuB	ECK0152,EG10303,b0153	171462	173444	forward	 	ECK120004773	iron(III) hydroxamate ABC transporter membrane subunit	FhuB	 
ECK120000425	|EG10432|	b0154	hemL	ECK0153,EG10432,b0154,gsa,popC	173602	174882	reverse	 	ECK120004901	glutamate-1-semialdehyde aminotransferase	Gsa,HemL,PopC	 
ECK125286412	|G0-17011|	b4765	yadX	ECK4622,G0-17011,b4765	175048	175095	forward	 	ECK125286459	protein YadX	YadX	 
ECK120002206	|EG12331|	b0155	clcA	ECK0154,EG12331,b0155,eriC,yadQ	175107	176528	forward	 	ECK120006681	chloride:H<sup>+</sup> antiporter ClcA	ClC-ec1,ClcA,EriC,YadQ	 
ECK125276517	|G0-16723|	b4728	yadW	ECK4585,G0-16723,b4728	176552	176617	forward	 	ECK125276580	protein YadW	YadW	 
ECK120002207	|EG12332|	b0156	erpA	ECK0155,EG12332,b0156,yadR	176610	176954	forward	 	ECK120006682	iron-sulfur cluster insertion protein ErpA	ErpA,YadR,essential respiratory protein A	 
ECK120002208	|EG12333|	b0157	yadS	ECK0156,EG12333,b0157	177001	177624	reverse	 	ECK120006683	PF03458 family protein YadS	YadS,conserved inner membrane protein YadS	 
ECK120002209	|EG12334|	b0158	btuF	ECK0157,EG12334,b0158,yadT	177662	178462	reverse	 	ECK120006684	vitamin B<sub>12</sub> ABC transporter periplasmic binding protein	BtuF,YadT	 
ECK120001078	|EG11090|	b0159	mtn	ECK0158,EG11090,b0159,pfs,yadA	178455	179153	reverse	 	ECK120005554	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	Mtn,Pfs,YadA	 
ECK120000219	|EG10225|	b0160	dgt	ECK0159,EG10225,b0160,optA	179237	180754	forward	 	ECK120004695	dGTP triphosphohydrolase	Dgt,OptA	 
ECK120000456	|EG10463|	b0161	degP	ECK0160,EG10463,b0161,htrA,ptd	180884	182308	forward	 	ECK120004932	periplasmic serine endoprotease DegP	DegP,HtrA,Ptd,protease Do	 
ECK120002210	|EG12335|	b0162	cdaR	ECK0161,EG12335,b0162,sdaR,yaeG	182463	183620	forward	 	ECK120006685	DNA-binding transcriptional activator CdaR	CdaR,SdaR,YaeG	 
ECK120002211	|EG12336|	b0163	yaeH	ECK0162,EG12336,b0163	183709	184095	reverse	 	ECK120006686	DUF3461 domain-containing protein YaeH	YaeH	 
ECK120002212	|EG12337|	b0164	yaeI	ECK0163,EG12337,b0164	184257	185069	reverse	 	ECK120006687	phosphodiesterase YaeI	YaeI	 
ECK120002711	|G6091|	b0165	b0165	G6091	184987	185118	reverse	Phantom Gene	-	 	 	 
ECK120000201	|EG10207|	b0166	dapD	ECK0164,EG10207,b0166,ssa	185123	185947	reverse	 	ECK120004677	tetrahydrodipicolinate succinylase	DapD,Ssa	 
ECK120001377	|EG11411|	b0167	glnD	ECK0165,EG11411,b0167,glnD5	185978	188650	reverse	 	ECK120005853	PII uridylyltransferase / uridylyl removing enzyme	GlnD,UTase/UR	 
ECK120000563	|EG10570|	b0168	map	ECK0166,EG10570,b0168	188712	189506	reverse	 	ECK120005039	methionine aminopeptidase	Map	 
ECK120002606	|G0-8895|	b4414	tff	ECK0167,G0-8895,b4414,t44	189712	189847	forward	 	ECK120007080	Tff	T44,T44 putative small RNA or attenuator,putative small RNA T44,t44	small RNA
ECK120000892	|EG10901|	b0169	rpsB	ECK0168,EG10901,b0169	189874	190599	forward	 	ECK120005368	30S ribosomal subunit protein S2	RpsB	 
ECK120001022	|EG11033|	b0170	tsf	ECK0169,EG11033,b0170	190857	191708	forward	 	ECK120005498	protein chain elongation factor EF-Ts	EF1B,Tsf	 
ECK120001493	|EG11539|	b0171	pyrH	ECK0170,EG11539,b0171,smbA,umk	191855	192580	forward	 	ECK120005969	UMP kinase	PyrH,SmbA,Umk	 
ECK120000329	|EG10335|	b0172	frr	ECK0171,EG10335,b0172,rrf	192872	193429	forward	 	ECK120004805	ribosome-recycling factor	Frr,RF4,RR factor,Rrf,release factor 4,ribosome release factor	 
ECK120002371	|EG12715|	b0173	dxr	ECK0172,EG12715,b0173,ispC,yaeM	193521	194717	forward	 	ECK120006846	1-deoxy-D-xylulose 5-phosphate reductoisomerase	Dxr,IspC,YaeM	 
ECK120002712	|G6092|	b0174	uppS	ECK0173,G6092,b0174,ispU,rth,yaeS	194903	195664	forward	 	ECK120007186	<i>ditrans,polycis</i>-undecaprenyl-diphosphate synthase [(2<i>E</i>,6<i>E</i>)-farnesyl-diphosphate specific]	IspU,Rth,UppS,YaeS	 
ECK120000135	|EG10139|	b0175	cdsA	ECK0174,EG10139,b0175,cds	195677	196534	forward	 	ECK120004611	CDP-diglyceride synthetase	Cds,CdsA	 
ECK120002290	|EG12436|	b0176	rseP	ECK0175,EG12436,b0176,ecfE,yaeL	196546	197898	forward	 	ECK120006765	intramembrane zinc metalloprotease RseP	EcfE,RseP,YaeL,signal peptide peptidase	 
ECK120002713	|G6093|	b0177	bamA	ECK0176,G6093,b0177,ecfK,yaeT,yzzN,yzzY	197928	200360	forward	 	ECK120007187	outer membrane protein assembly factor BamA	BamA,EcfK,YaeT,YzzN,YzzY	 
ECK120000448	|EG10455|	b0178	skp	ECK0177,EG10455,b0178,firA,hlpA,ompH	200482	200967	forward	 	ECK120004924	periplasmic chaperone Skp	FirA,HLP-I,HlpA,OmpH,Skp	 
ECK120000310	|EG10316|	b0179	lpxD	ECK0178,EG10316,b0179,firA,omsA	200971	201996	forward	 	ECK120004786	UDP-3-<i>O</i>-(3-hydroxymyristoyl)glucosamine <i>N</i>-acyltransferase	FirA,LpxD,OmsA	 
ECK120001257	|EG11284|	b0180	fabZ	ECK0179,EG11284,b0180,sabA1,sefA,sfhC21,yaeA	202101	202556	forward	 	ECK120005733	3-hydroxy-acyl-[acyl-carrier-protein] dehydratase	FabZ,SefA,YaeA	 
ECK120000538	|EG10545|	b0181	lpxA	ECK0180,EG10545,b0181	202560	203348	forward	 	ECK120005014	acyl-[acyl-carrier-protein]&mdash;UDP-<i>N</i>-acetylglucosamine <i>O</i>-acyltransferase	LpxA,UDP-N-acetylglucosamine acyltransferase	 
ECK120000539	|EG10546|	b0182	lpxB	ECK0181,EG10546,b0182,pgsB	203348	204496	forward	 	ECK120005015	lipid A disaccharide synthase	LpxB,PgsB	 
ECK120000852	|EG10861|	b0183	rnhB	ECK0182,EG10861,b0183	204493	205089	forward	 	ECK120005328	RNase HII	RnhB,ribonuclease HII,type 2 RNase H	 
ECK120000232	|EG10238|	b0184	dnaE	ECK0183,EG10238,b0184,polC,sdgC	205126	208608	forward	 	ECK120004708	DNA polymerase III subunit &alpha;	DnaE,PolC,SdgC	 
ECK120001591	|EG11647|	b0185	accA	ECK0184,EG11647,b0185	208621	209580	forward	 	ECK120006067	acetyl-CoA carboxyltransferase subunit &alpha;	AccA	 
ECK120002714	|G6094|	b0186	ldcC	ECK0185,G6094,b0186,ldc,ldcH	209679	211820	forward	 	ECK120007188	lysine decarboxylase 2	Ldc,LdcC,LdcH,lysine decarboxylase, constitutive	 
ECK120002715	|G6095|	b0187	yaeR	ECK0186,G6095,b0187	211877	212266	forward	 	ECK120007189	VOC domain-containing protein YaeR	YaeR,putative lyase	 
ECK120002716	|G6096|	b0188	tilS	ECK0187,G6096,b0188,mesJ,yaeN	212331	213629	forward	 	ECK120007190	tRNA<sup>Ile</sup>-lysidine synthetase	MesJ,TilS,YaeN	 
ECK120002717	|G6097|	b0189	rof	ECK0188,G6097,b0189,yaeO	213678	213932	reverse	 	ECK120007191	modulator of Rho-dependent transcription termination	Rof,YaeO	 
ECK120002691	|G372|	b4406	yaeP	ECK0189,G372,b4406	213925	214125	reverse	 	ECK120007165	UPF0253 family protein YaeP	YaeP	 
ECK120002718	|G6098|	b0190	yaeQ	ECK0190,G6098,b0190	214291	214836	forward	 	ECK120007192	uncharacterized protein YaeQ	YaeQ	 
ECK120002223	|EG12354|	b0191	arfB	ECK0191,EG12354,b0191,yaeJ	214833	215255	forward	 	ECK120006698	peptidyl-tRNA hydrolase, ribosome rescue factor	ArfB,YaeJ	 
ECK120002038	|EG12137|	b0192	nlpE	ECK0192,EG12137,b0192,cutF	215269	215979	forward	 	ECK120006514	sensor lipoprotein NlpE	CutF,NlpE,outer membrane lipoprotein NlpE	 
ECK120002039	|EG12138|	b0193	yaeF	ECK0193,EG12138,b0193,yaeK	216179	217003	reverse	 	ECK120006515	peptidase C92 family protein YaeF	YaeF,YaeK	 
ECK120000761	|EG10770|	b0194	proS	ECK0194,EG10770,b0194,drp,drpA	217057	218775	reverse	 	ECK120005237	proline&mdash;tRNA ligase	Drp,DrpA,ProRS,ProS	 
ECK120001459	|EG11503|	b0195	trmO	ECK0195,EG11503,b0195,tsaA,yaeB	218887	219594	reverse	 	ECK120005935	tRNA m<sup>6</sup>t<sup>6</sup>A37 methyltransferase	TrmO,TsaA,YaeB	 
ECK120001458	|EG11502|	b0196	rcsF	ECK0196,EG11502,b0196	219591	219995	reverse	 	ECK120005934	sensor lipoprotein RcsF	RcsF,RcsF outer membrane lipoprotein - activates the Rcs pathway during envelope stress	 
ECK120001460	|EG11504|	b0197	metQ	ECK0197,EG11504,b0197,metD,yaeC	220113	220928	reverse	 	ECK120005936	L-methionine/D-methionine ABC transporter membrane anchored binding protein	MetD,MetQ,YaeC	 
ECK120001676	|EG11737|	b0198	metI	ECK0198,EG11737,b0198,metD,yaeE	220968	221621	reverse	 	ECK120006152	L-methionine/D-methionine ABC transporter membrane subunit	MetD,MetI,YaeE	 
ECK120001569	|EG11621|	b0199	metN	ECK0199,EG11621,abc,b0199,metD	221614	222645	reverse	 	ECK120006045	L-methionine/D-methionine ABC transporter ATP binding subunit	Abc,MetD,MetN	 
ECK120001675	|EG11736|	b0200	gmhB	ECK0200,EG11736,b0200,yaeD	222833	223408	forward	 	ECK120006151	D-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose-1,7-bisphosphate 7-phosphatase	D,D-heptose 1,7-bisphosphate phosphatase,GmhB,YaeD	 
ECK120002532	|EG30090|	b0201	rrsH	ECK0201,EG30090,b0201	223771	225312	forward	 	ECK120007006	16S ribosomal RNA	16S rRNA,rrsH,rrsH 16S ribosomal RNA	rRNA
ECK120002487	|EG30045|	b0202	ileV	ECK0202,EG30045,b0202	225381	225457	forward	 	ECK120006962	tRNA-Ile(GAU)	tRNA<sup>ileV</sup>	tRNAs
ECK120002453	|EG30010|	b0203	alaV	ECK0203,EG30010,b0203	225500	225575	forward	 	ECK120006928	tRNA-Ala(UGC)	tRNA<sup>alaV</sup>	tRNAs
ECK120002525	|EG30083|	b0204	rrlH	ECK0204,EG30083,b0204	225759	228662	forward	 	ECK120006999	23S ribosomal RNA	23S rRNA,rrlH,rrlH 23S ribosomal RNA	rRNA
ECK120002518	|EG30076|	b0205	rrfH	ECK0205,EG30076,b0205	228756	228875	forward	 	ECK120006992	5S ribosomal RNA	5S rRNA,rrfH,rrfH 5S ribosomal RNA	rRNA
ECK120002467	|EG30024|	b0206	aspU	ECK0206,EG30024,b0206	228928	229004	forward	 	ECK120006942	tRNA-Asp(GUC)	tRNA<sup>aspU</sup>	tRNAs
ECK120001592	|EG11648|	b0207	dkgB	ECK0207,EG11648,b0207,yafB	229167	229970	forward	 	ECK120006068	methylglyoxal reductase DkgB	AKR3F2,DkgB,YafB	 
ECK120001593	|EG11649|	b0208	yafC	ECK0208,EG11649,b0208	229967	230881	reverse	 	ECK120006069	LysR family transcriptional regulator YafC	YafC,predicted DNA-binding transcriptional regulator LYSR-type	 
ECK120001594	|EG11650|	b0209	yafD	ECK0209,EG11650,b0209	231122	231922	forward	 	ECK120006070	endonuclease/exonuclease/phosphatase domain-containing protein YafD	YafD	 
ECK120001595	|EG11651|	b0210	yafE	ECK0210,EG11651,b0210	231926	232549	forward	 	ECK120006071	putative S-adenosylmethionine-dependent methyltransferase	YafE	 
ECK120000240	|EG10246|	b0211	mltD	ECK0211,EG10246,b0211,dniR,yafG	232597	233955	reverse	 	ECK120004716	membrane-bound lytic murein transglycosylase D	DniR,MltD,YafG	 
ECK120002719	|G6099|	b0212	gloB	ECK0212,G6099,b0212,yafR	234027	234782	reverse	 	ECK120007193	hydroxyacylglutathione hydrolase GloB	GloB,YafR,glyoxalase II	 
ECK120002720	|G6100|	b0213	yafS	ECK0213,G6100,b0213	234816	235538	forward	 	ECK120007194	putative S-adenosyl-L-methionine-dependent methyltransferase	YafS	 
ECK120000851	|EG10860|	b0214	rnhA	ECK0214,EG10860,b0214,cer,dasF,herA,rnh,sdrA,sin	235535	236002	reverse	 	ECK120005327	ribonuclease HI	Cer,DasF,HerA,RNase H,RNase HI,RNase HI, degrades RNA of DNA-RNA hybrids, participates in DNA replication,Rnh,RnhA,SdrA,Sin,type I RNase H	 
ECK120000237	|EG10243|	b0215	dnaQ	ECK0215,EG10243,b0215,mutD	236067	236798	forward	 	ECK120004713	DNA polymerase III subunit &epsilon;	DnaQ,MutD	 
ECK120002468	|EG30025|	b0216	aspV	ECK0216,EG30025,b0216	236931	237007	forward	 	ECK120006943	tRNA-Asp(GUC)	tRNA<sup>aspV</sup>	tRNAs
ECK120002721	|G6101|	b0217	yafT	ECK0217,G6101,b0217	237335	238120	forward	 	ECK120007195	lipoprotein YafT	YafT	 
ECK120030067	|G0-10583|	b4586	ykfM	ECK4397,G0-10583,b4586	238257	238736	reverse	 	ECK120030094	uncharacterized protein YkfM	YkfM	 
ECK120002607	|G0-8896|	-	C0067	G0-8896	238462	238586	forward	Phantom Gene	-	 	 	 
ECK120002722	|G6102|	b0218	yafU	ECK0218,G6102,b0218	238746	239084	reverse	Pseudo Gene	ECK120007196	putative inner membrane protein	 	 
ECK120016283	|G0-10431|	b4503	yafF	ECK0219,G0-10431,b4503	239190	239378	forward	Pseudo Gene	ECK120016356	putative uncharacterized protein YafF	 	 
ECK120002723	|G6103|	b0219	yafV	ECK0220,G6103,b0219	239419	240189	reverse	 	ECK120007197	2-oxoglutaramate amidase	YafV	 
ECK120002724	|G6104|	b0220	ivy	ECK0221,G6104,b0220,ykfE	240343	240816	forward	 	ECK120007198	periplasmic chaperone, inhibitor of vertebrate C-type lysozyme	Ivy,YkfE	 
ECK120002725	|G6105|	b0221	fadE	ECK0222,G6105,b0221,yafH	240859	243303	reverse	 	ECK120007199	acyl-CoA dehydrogenase	FadE,YafH	 
ECK120002726	|G6106|	b0222	gmhA	ECK0223,G6106,b0222,lpcA,tfrA,yafI	243543	244121	forward	 	ECK120007200	D-sedoheptulose 7-phosphate isomerase	GmhA,LpcA,TfrA,YafI	 
ECK120002727	|G6107|	b0223	yafJ	ECK0224,G6107,b0223	244327	245094	forward	 	ECK120007201	putative glutamine amidotransferase YafJ	YafJ	 
ECK120002728	|G6108|	b0224	ldtF	ECK0225,G6108,b0224,yafK	245065	245805	reverse	 	ECK120007202	L,D-transpeptidase domain-containing protein LdtF	LdtF,YafK	 
ECK120002729	|G6109|	b0225	yafQ	ECK0226,G6109,b0225	245961	246239	reverse	 	ECK120007203	ribosome-dependent mRNA interferase toxin YafQ	YafQ,toxin of the YafQ-DinJ toxin-antitoxin system	 
ECK120002730	|G6110|	b0226	dinJ	ECK0227,G6110,b0226,sosA	246242	246502	reverse	 	ECK120007204	antitoxin/DNA-binding transcriptional repressor DinJ	DinJ,DinJ antitoxin of YafQ-DinJ toxin-antitoxin system / DNA-binding transcriptional repressor,SosA	 
ECK120002731	|G6111|	b0227	yafL	ECK0228,G6111,b0227	246712	247461	forward	 	ECK120007205	NlpC/P60 family protein YafL	C40 family non-peptidase homologue,YafL	 
ECK120002732	|G6112|	b0228	rayT	ECK0229,G6112,b0228,yafM	247637	248134	forward	 	ECK120007206	REP-associated tyrosine transposase	RayT,TnpA<sub>REP</sub>,YafM	 
ECK120002733	|G6113|	b0229	lfhA	ECK0230,G6113,b0229,fhiA	248358	250070	reverse	Pseudo Gene	ECK120007207	flagellar system protein, promoterless fragment	 	 
ECK120002734	|G6114|	b0230	lafU	ECK0231,G6114,b0230,mbhA	250072	250827	forward	Pseudo Gene	ECK120007208	flagellar system protein, promoterless fragment	 	 
ECK120002735	|G6115|	b0231	dinB	ECK0232,G6115,b0231,dinP	250898	251953	forward	 	ECK120007209	DNA polymerase IV	DinB,DinP,pol IV	 
ECK120002736	|G6116|	b0232	yafN	ECK0233,G6116,b0232	252005	252298	forward	 	ECK120007210	antitoxin YafN	YafN,antitoxin of the YafO-YafN toxin-antitoxin system	 
